TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
2017-01-18 00:00:00,20170118T000000,7.370674478098583e-06,1.3386622735377012e-06,7.376029127192734e-08 
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
TimeStamp,TimeInterval,Cool Dispatched,Electricity Consumed,Cost
