# file...... TotalPower_SPU122.csv
# date...... Fri Apr 17 16:07:32 2020
# user...... nathan
# host...... (null)
# target.... meter 1358
# trigger... (none)
# interval.. 600
# limit..... 0
# timestamp,measured_real_power
2017-01-18 00:00:00 PST,-1.41464e+06
2017-01-18 00:10:00 PST,-1.40247e+06
2017-01-18 00:20:00 PST,-1.39663e+06
2017-01-18 00:30:00 PST,-1.39602e+06
2017-01-18 00:40:00 PST,-1.39906e+06
2017-01-18 00:50:00 PST,-1.40461e+06
2017-01-18 01:00:00 PST,-1.41157e+06
2017-01-18 01:10:00 PST,-1.41879e+06
2017-01-18 01:20:00 PST,-1.42515e+06
2017-01-18 01:30:00 PST,-1.42953e+06
2017-01-18 01:40:00 PST,-1.43081e+06
2017-01-18 01:50:00 PST,-1.42784e+06
2017-01-18 02:00:00 PST,-1.41952e+06
2017-01-18 02:10:00 PST,-1.40486e+06
2017-01-18 02:20:00 PST,-1.38624e+06
2017-01-18 02:30:00 PST,-1.36916e+06
2017-01-18 02:40:00 PST,-1.35926e+06
2017-01-18 02:50:00 PST,-1.36216e+06
2017-01-18 03:00:00 PST,-1.3835e+06
2017-01-18 03:10:00 PST,-1.42885e+06
2017-01-18 03:20:00 PST,-1.4986e+06
2017-01-18 03:30:00 PST,-1.58397e+06
2017-01-18 03:40:00 PST,-1.67524e+06
2017-01-18 03:50:00 PST,-1.76223e+06
2017-01-18 04:00:00 PST,-1.8362e+06
2017-01-18 04:10:00 PST,-1.88702e+06
2017-01-18 04:20:00 PST,-1.90808e+06
2017-01-18 04:30:00 PST,-1.90365e+06
2017-01-18 04:40:00 PST,-1.88034e+06
2017-01-18 04:50:00 PST,-1.84476e+06
2017-01-18 05:00:00 PST,-1.80353e+06
2017-01-18 05:10:00 PST,-1.76328e+06
2017-01-18 05:20:00 PST,-1.72832e+06
2017-01-18 05:30:00 PST,-1.68628e+06
2017-01-18 05:40:00 PST,-1.61738e+06
2017-01-18 05:50:00 PST,-1.50176e+06
2017-01-18 06:00:00 PST,-1.3195e+06
2017-01-18 06:10:00 PST,-1.05055e+06
2017-01-18 06:20:00 PST,-676613
2017-01-18 06:30:00 PST,-212424
2017-01-18 06:40:00 PST,+299113
2017-01-18 06:50:00 PST,+813858
2017-01-18 07:00:00 PST,+1.28725e+06
2017-01-18 07:10:00 PST,+1.67434e+06
2017-01-18 07:20:00 PST,+1.93039e+06
2017-01-18 07:30:00 PST,+2.03954e+06
2017-01-18 07:40:00 PST,+2.03187e+06
2017-01-18 07:50:00 PST,+1.9417e+06
2017-01-18 08:00:00 PST,+1.80346e+06
2017-01-18 08:10:00 PST,+1.6515e+06
2017-01-18 08:20:00 PST,+1.52011e+06
2017-01-18 08:30:00 PST,+1.43419e+06
2017-01-18 08:40:00 PST,+1.39003e+06
2017-01-18 08:50:00 PST,+1.37838e+06
2017-01-18 09:00:00 PST,+1.39006e+06
2017-01-18 09:10:00 PST,+1.41587e+06
2017-01-18 09:20:00 PST,+1.44663e+06
2017-01-18 09:30:00 PST,+1.47408e+06
2017-01-18 09:40:00 PST,+1.49602e+06
2017-01-18 09:50:00 PST,+1.5126e+06
2017-01-18 10:00:00 PST,+1.52397e+06
2017-01-18 10:10:00 PST,+1.5303e+06
2017-01-18 10:20:00 PST,+1.53174e+06
2017-01-18 10:30:00 PST,+1.52853e+06
2017-01-18 10:40:00 PST,+1.52202e+06
2017-01-18 10:50:00 PST,+1.51439e+06
2017-01-18 11:00:00 PST,+1.50786e+06
2017-01-18 11:10:00 PST,+1.50464e+06
2017-01-18 11:20:00 PST,+1.50693e+06
2017-01-18 11:30:00 PST,+1.51689e+06
2017-01-18 11:40:00 PST,+1.53438e+06
2017-01-18 11:50:00 PST,+1.55602e+06
2017-01-18 12:00:00 PST,+1.57818e+06
2017-01-18 12:10:00 PST,+1.59724e+06
2017-01-18 12:20:00 PST,+1.60957e+06
2017-01-18 12:30:00 PST,+1.61154e+06
2017-01-18 12:40:00 PST,+1.60122e+06
2017-01-18 12:50:00 PST,+1.58128e+06
2017-01-18 13:00:00 PST,+1.55514e+06
2017-01-18 13:10:00 PST,+1.52624e+06
2017-01-18 13:20:00 PST,+1.49803e+06
2017-01-18 13:30:00 PST,+1.47393e+06
2017-01-18 13:40:00 PST,+1.45692e+06
2017-01-18 13:50:00 PST,+1.44738e+06
2017-01-18 14:00:00 PST,+1.44484e+06
2017-01-18 14:10:00 PST,+1.44881e+06
2017-01-18 14:20:00 PST,+1.45879e+06
2017-01-18 14:30:00 PST,+1.47431e+06
